Row_Number,Customer_ID,Last_Name,Credit Score,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard?,IsActiveMember,Estimated Salary,ExitedFromBank?
577,15761986,Obialo,439,Spain,Female,32,3,"$138,901.61 ",1,1,0,"$75,685.97",0
578,15633922,Gray,755,FR,Male,30,4,"$123,217.66 ",2,0,1,"$144,183.10",0
579,15734674,Lin,593,FR,Female,41,6,$0.00 ,1,1,0,"$65,170.66",0
580,15658032,Hopkins,701,FR,Male,39,2,$0.00 ,2,1,1,"$82,526.92",0
581,15692671,Dobson,701,Spain,M,36,8,$0.00 ,2,1,0,"$169,161.46",0
582,15737741,McKay,607,Spain,Female,33,2,"$108,431.87 ",2,0,1,"$109,291.39",1
583,15576352,Revell,586,Spain,Female,57,3,$0.00 ,2,0,1,"$6,057.81",0
584,15753719,Rickards,547,Germany,Female,30,9,"$72,392.41 ",1,1,0,"$77,077.14",0
585,15803689,Begum,647,Germany,Female,51,1,"$119,741.77 ",2,0,0,"$54,954.51",1
586,15718057,Onyinyechukwuka,760,FR,Female,51,2,"$100,946.71 ",1,0,0,"$179,614.80",1
587,15722010,Zuyev,621,Spain,M,53,9,"$170,491.84 ",1,1,0,"$35,588.07",1
588,15680998,Nwankwo,725,FR,Male,44,5,$0.00 ,1,1,1,"$117,356.14",0
589,15614782,Hao,526,FR,Male,36,1,$0.00 ,1,1,0,"$160,696.72",0
590,15591047,Ma,519,Spain,Female,47,6,"$157,296.02 ",2,0,0,"$147,278.43",1
591,15788291,Okwuadigbo,713,Germany,Female,38,7,"$144,606.22 ",1,1,1,"$56,594.36",1
592,15604044,Mitchell,700,FR,Male,38,8,"$134,811.30 ",1,1,0,"$1,299.75",0
593,15679587,Chan,666,FR,Female,34,9,"$115,897.12 ",1,1,1,"$25,095.03",0
594,15775153,Buchi,630,Spain,M,32,4,"$82,034.00 ",1,0,0,"$146,326.45",0
595,15603925,Greco,779,Spain,Female,26,4,"$174,318.13 ",2,0,1,"$38,296.21",0
596,15680970,Lombardi,611,Germany,Female,41,2,"$114,206.84 ",1,1,0,"$164,061.60",0
597,15697183,Uchenna,685,Spain,M,43,9,$0.00 ,2,1,0,"$107,811.28",0
598,15567446,Coffman,646,Germany,Male,39,9,"$111,574.41 ",1,1,1,"$30,838.51",0
599,15637476,Alexandrova,683,Germany,Female,57,5,"$162,448.69 ",1,0,0,"$9,221.78",1
600,15714939,Fallaci,484,Germany,Female,34,4,"$148,249.54 ",1,0,1,"$33,738.27",0
601,15683503,Hudson,601,FR,Female,43,8,$0.00 ,3,0,1,"$110,916.15",1
602,15645569,Mai,762,Spain,Female,26,7,"$123,709.46 ",2,1,1,"$169,654.57",0
603,15782569,Stout,687,FR,Female,72,9,$0.00 ,1,0,1,"$69,829.40",0
604,15592387,Burke,566,FR,Male,30,5,$0.00 ,1,1,0,"$54,926.51",1
605,15609286,Chadwick,702,FR,Male,37,10,"$150,525.80 ",1,1,1,"$94,728.49",0
606,15814035,Lawrence,601,FR,Male,29,9,$0.00 ,1,1,1,"$80,393.27",0
607,15661249,Bellucci,699,FR,Male,53,4,$0.00 ,2,0,1,"$111,307.98",0
608,15629117,Harper,584,FR,Male,28,10,$0.00 ,2,1,0,"$19,834.32",0
609,15607170,Boyle,699,FR,Male,35,5,$0.00 ,2,1,1,"$78,397.24",0
610,15586585,Duncan,698,Germany,Female,51,2,"$111,018.98 ",1,1,0,"$86,410.28",0
611,15686611,Moss,495,FR,Male,30,10,"$129,755.99 ",1,0,0,"$172,749.65",0
612,15603203,Avdeyeva,650,FR,Female,27,6,$0.00 ,2,1,0,"$1,002.39",0
613,15619857,Crawford,605,FR,Female,64,2,"$129,555.70 ",1,1,1,"$13,601.79",0
614,15805062,Lynton,667,Spain,M,38,1,"$87,202.38 ",1,1,1,"$77,866.91",0
615,15660271,Duncan,688,Germany,Male,26,8,"$146,133.39 ",1,1,1,"$175,296.76",0
616,15745295,Gether,727,Spain,Female,31,0,$0.00 ,1,1,0,"$121,751.04",1
617,15719352,Davidson,754,Spain,M,39,6,"$170,184.99 ",2,1,0,"$89,593.26",0
618,15766575,Larionova,612,Germany,Female,62,8,"$140,745.33 ",1,1,0,"$193,437.89",1
619,15594594,Loggia,546,Spain,M,42,7,"$139,070.51 ",1,1,1,"$86,945.00",0
620,15646161,Steinhoff,673,Spain,Female,37,8,$0.00 ,2,1,1,"$183,318.79",0
621,15682585,Guerra,593,FR,Male,35,9,"$114,193.24 ",1,1,0,"$71,154.10",0
622,15603134,Pai,656,Spain,Female,40,10,"$167,878.50 ",1,0,1,"$151,887.16",0
623,15636444,Craig,535,Germany,Female,53,5,"$141,616.55 ",2,1,1,"$75,888.65",0
624,15773456,Lazareva,678,Germany,Male,36,3,"$145,747.67 ",2,0,1,"$89,566.74",0
625,15745307,Ch'iu,477,Spain,Female,2,2,"$129,120.64 ",1,0,1,"$26,475.79",0
626,15604119,Alderete,850,Spain,M,35,7,"$110,349.82 ",1,0,0,"$126,355.80",0
627,15626900,Kung,427,FR,Male,29,1,"$141,325.56 ",1,1,1,"$93,839.30",0
628,15605447,Palermo,752,FR,Male,49,2,"$78,653.84 ",1,1,0,"$7,698.60",0
629,15589030,Ts'ai,649,FR,Male,47,1,$0.00 ,2,1,1,"$145,593.85",0
630,15692463,Rahman,799,Spain,Female,2,3,"$142,253.65 ",1,1,0,"$45,042.56",0
631,15712403,McMillan,589,FR,Female,61,1,$0.00 ,1,1,0,"$61,108.56",1
632,15811762,Pickering,583,Germany,Female,54,6,"$115,988.86 ",1,1,0,"$57,553.98",1
633,15718673,Mirams,839,Spain,Female,2,10,"$75,592.43 ",1,1,0,"$62,674.42",0
634,15724282,Tsao,540,Germany,Male,44,3,"$164,113.04 ",2,1,1,"$12,120.79",0
635,15738181,Douglas,850,FR,Male,31,6,"$67,996.23 ",2,0,0,"$50,129.87",1
636,15633648,Jideofor,696,Spain,Female,2,5,$0.00 ,2,1,0,"$55,022.43",0
637,15603323,Bell,660,Spain,Female,2,1,$0.00 ,2,0,0,"$117,834.91",0
638,15583725,Mairinger,682,FR,Male,48,1,"$138,778.15 ",1,0,1,"$168,840.23",0
639,15588350,McIntyre,744,FR,Female,43,10,"$147,832.15 ",1,0,1,"$24,234.11",0
640,15798398,Pagnotto,785,FR,Female,36,4,"$135,438.40 ",1,0,0,"$190,627.01",0
641,15784844,K'ung,752,Spain,M,48,5,"$116,060.08 ",1,1,0,"$156,618.38",1
642,15580684,Feng,706,FR,Female,29,5,"$112,564.62 ",1,1,0,"$42,334.38",0
643,15809663,Donaldson,583,FR,Female,27,1,"$125,406.58 ",1,1,1,"$110,784.42",0
644,15640078,Chambers,660,Germany,Female,39,5,"$135,134.99 ",1,1,0,"$173,683.00",1
645,15698786,Marcelo,819,FR,Female,39,9,"$133,102.92 ",1,1,0,"$27,046.46",1
646,15569807,Ejimofor,673,FR,Female,34,8,"$42,157.08 ",1,1,0,"$20,598.59",1
647,15730830,Dale,752,FR,Female,30,3,$0.00 ,2,1,1,"$104,991.28",0
648,15805112,Pokrovsky,578,FR,Male,38,7,"$82,259.29 ",1,1,0,"$8,996.97",0
649,15633064,Stonebraker,438,FR,Female,36,4,$0.00 ,2,1,0,"$64,420.50",0
650,15703119,Liang,652,FR,Male,38,6,$0.00 ,2,1,1,"$145,700.22",0
651,15730447,Anderson,629,FR,Female,49,4,$0.00 ,2,1,1,"$196,335.48",0
652,15813850,Christian,720,FR,Male,52,7,$0.00 ,1,1,1,"$14,781.12",0
653,15711889,Mao,668,FR,Male,42,3,"$150,461.07 ",1,1,0,"$108,139.23",0
654,15664610,Campbell,459,Germany,Male,48,4,"$133,994.52 ",1,1,1,"$19,287.06",1
655,15751710,Ginikanwa,729,Spain,M,31,8,"$164,870.81 ",2,1,1,"$9,567.39",0
656,15692926,Toscani,498,Germany,Male,25,8,"$121,702.73 ",1,1,1,"$132,210.49",0
657,15813741,Nnachetam,549,Spain,M,25,6,"$193,858.20 ",1,0,1,"$21,600.11",0
658,15698474,Sagese,601,Germany,Female,54,1,"$131,039.97 ",2,1,1,"$199,661.50",0
659,15568595,Fleming,544,FR,Male,64,9,"$113,829.45 ",1,1,1,"$124,341.49",0
660,15603065,Grubb,751,FR,Female,30,6,$0.00 ,2,1,0,"$15,766.10",0
661,15592937,Napolitani,632,Germany,Female,41,3,"$81,877.38 ",1,1,1,"$33,642.21",0
662,15699637,Anenechi,694,Spain,M,57,8,"$116,326.07 ",1,1,1,"$117,704.65",0
663,15667215,Chandler,678,FR,Male,31,2,$0.00 ,2,1,1,"$58,803.28",0
664,15788659,Howells,695,FR,Male,46,4,$0.00 ,2,1,1,"$137,537.22",0
665,15763218,Akeroyd,661,FR,Female,41,1,$0.00 ,2,0,1,"$131,300.68",0
666,15645772,Onwumelu,661,FR,Male,33,9,$0.00 ,2,1,1,"$84,174.81",0
667,15725511,Wallace,559,FR,Female,31,3,"$127,070.73 ",1,0,1,"$160,941.78",0
668,15575024,Uwaezuoke,503,FR,Male,29,3,$0.00 ,2,1,1,"$143,954.99",0
669,15640825,Loyau,695,Spain,M,46,3,"$122,549.64 ",1,1,1,"$56,297.85",0
670,15662397,Small,640,FR,Female,42,5,"$176,099.13 ",1,1,1,"$8,404.73",0
671,15576368,Bledsoe,624,Germany,Female,48,3,"$122,388.38 ",2,0,0,"$30,020.09",0
672,15674991,Kao,667,FR,Male,42,9,$0.00 ,2,0,1,"$58,137.42",0
673,15721024,Wickens,642,FR,Male,26,0,$0.00 ,1,0,0,"$47,472.68",0
674,15745621,Wertheim,640,Spain,Female,2,6,"$118,879.35 ",2,1,1,"$19,131.71",0
675,15642394,He,529,Spain,M,35,5,$0.00 ,2,1,1,"$187,288.50",0
676,15754605,Jarvis,563,FR,Female,39,5,$0.00 ,2,1,1,"$17,603.81",0
677,15607040,P'an,593,Spain,Female,2,4,"$88,736.44 ",2,1,0,"$67,020.03",0
678,15715142,Repina,739,Germany,Male,45,7,"$102,703.62 ",1,0,1,"$147,802.94",1
679,15810978,Pugliesi,788,Spain,Female,2,1,$0.00 ,2,1,1,"$41,610.62",0
680,15668886,Blakey,684,Spain,Female,2,3,$0.00 ,2,1,0,"$44,255.65",0
681,15780804,Nucci,482,FR,Male,55,5,"$97,318.25 ",1,0,1,"$78,416.14",0
682,15613880,Higinbotham,591,Spain,M,58,5,"$128,468.69 ",1,0,1,"$137,254.55",0
683,15775238,Achebe,651,Germany,Female,41,4,"$133,432.59 ",1,0,1,"$151,303.48",0
684,15786905,Russo,749,Germany,Female,40,8,"$141,782.57 ",2,0,0,"$86,333.63",0
685,15747867,Trevisani,583,FR,Male,24,9,"$135,125.28 ",1,0,0,"$89,801.90",0
686,15600337,Dobie,661,Spain,M,42,2,"$178,820.91 ",1,0,0,"$29,358.57",1
687,15801277,Maccallum,715,FR,Female,31,2,"$112,212.14 ",2,1,1,"$181,600.72",0
688,15579334,Watkins,769,Germany,Female,45,5,"$126,674.81 ",1,1,0,"$124,118.71",1
689,15802741,Mitchel,625,FR,Female,51,7,"$136,294.97 ",1,1,0,"$38,867.46",1
690,15720649,Ferdinand,641,FR,Female,36,5,"$66,392.64 ",1,1,0,"$31,106.67",0
691,15589493,Otitodilinna,716,Germany,Male,27,1,"$122,552.34 ",2,1,0,"$67,611.36",0
692,15688251,Mamelu,767,FR,Male,43,1,"$76,408.85 ",2,1,0,"$77,837.63",0
693,15665238,Beneventi,745,Germany,Male,36,8,"$145,071.24 ",1,0,0,"$6,078.46",0
694,15740900,Perrodin,589,FR,Male,34,6,$0.00 ,2,1,1,"$177,896.92",0
695,15681068,Chinagorom,796,FR,Female,45,2,"$109,730.22 ",1,1,1,"$123,882.73",0
696,15748625,Napolitano,664,FR,Male,57,6,$0.00 ,2,1,1,"$15,304.08",0
697,15727299,Edgar,445,Spain,M,62,1,"$64,119.38 ",1,1,1,"$76,569.64",1
698,15620204,Walker,543,Germany,Female,57,1,"$106,138.33 ",2,1,1,"$120,657.32",1
699,15669516,Steele,746,Spain,M,36,2,$0.00 ,2,1,1,"$16,436.56",0
700,15736534,Elkins,742,Germany,Male,33,0,"$181,656.51 ",1,1,1,"$107,667.91",0
701,15803457,Hao,750,FR,Female,32,5,$0.00 ,2,1,0,"$95,611.47",0
702,15659098,Toscano,669,FR,Male,30,7,"$95,128.86 ",1,0,0,"$19,799.26",0
703,15603436,Savage,594,Spain,Female,2,2,"$126,615.94 ",2,0,1,"$123,214.74",0
704,15566292,Okwuadigbo,574,Spain,M,36,1,$0.00 ,2,0,1,"$71,709.12",0
705,15808621,Mordvinova,659,Germany,Male,36,2,"$76,190.48 ",2,1,1,"$149,066.14",0
706,15580148,Welch,750,Germany,Male,40,5,"$168,286.81 ",3,1,0,"$20,451.99",1
707,15776231,Kent,626,Germany,Male,35,4,"$88,109.81 ",1,1,1,"$32,825.50",0
708,15773809,Campbell,620,FR,Male,42,4,$0.00 ,2,1,0,"$6,232.31",0
709,15649423,Cooper,580,FR,Female,35,8,$0.00 ,2,0,1,"$10,357.03",0
710,15734886,Mazzi,686,FR,Female,34,3,"$123,971.51 ",2,1,0,"$147,794.63",0
711,15722548,Fisher,540,FR,Male,48,0,"$148,116.48 ",1,0,0,"$116,973.48",0
712,15650288,Summers,634,Germany,Male,35,6,"$116,269.01 ",1,1,0,"$129,964.94",0
713,15629448,Brady,632,Spain,M,38,1,"$120,599.21 ",1,1,0,"$92,816.86",0
714,15716164,Nicholls,501,FR,Female,41,3,"$144,260.50 ",1,1,0,"$172,114.67",0
715,15807609,Yuan,650,Spain,F,2,3,"$86,605.50 ",3,1,0,"$16,649.31",1
716,15578977,Robinson,786,FR,Male,34,9,$0.00 ,2,1,0,"$144,517.19",0
717,15677369,Golubov,554,Germany,Female,37,4,"$58,629.97 ",1,0,0,"$182,038.60",0
718,15804072,Chen,701,Spain,F,42,5,$0.00 ,2,0,0,"$24,210.56",0
719,15696859,Oldham,474,FR,Male,45,10,$0.00 ,2,0,0,"$172,175.90",0
720,15653780,Kambinachi,621,FR,Female,43,5,$0.00 ,1,1,1,"$47,578.45",0
721,15721658,Fleming,672,Spain,F,56,2,"$209,767.31 ",2,1,1,"$150,694.42",1
722,15578761,Cunningham,459,Spain,F,42,6,"$129,634.25 ",2,1,1,"$177,683.02",1
723,15736879,Obinna,669,FR,Male,23,1,$0.00 ,2,0,0,"$66,088.83",0
724,15571973,Chinwemma,776,FR,Female,38,2,"$169,824.46 ",1,1,0,"$169,291.70",0
725,15626742,Carpenter,694,FR,Male,36,3,"$97,530.25 ",1,1,1,"$117,140.41",0
726,15672692,Yin,787,FR,Female,42,10,"$145,988.65 ",2,1,1,"$79,510.37",0
727,15673570,Olsen,580,FR,Male,37,9,$0.00 ,2,0,1,"$77,108.66",0
728,15767432,Ts'ai,711,France,Female,25,7,$0.00 ,3,1,1,"$9,679.28",0
729,15654238,Jen,673,France,Female,40,5,"$137,494.28 ",1,1,0,"$81,753.92",0
730,15612525,Preston,499,France,Female,57,1,$0.00 ,1,0,0,"$131,372.38",1
731,15812750,Ozioma,591,France,Male,24,6,"$147,360.00 ",1,1,1,"$25,310.82",0
732,15790757,Cody,769,France,Female,25,10,$0.00 ,2,0,0,"$187,925.75",0
733,15723873,Ponomarev,657,Spain,M,31,3,"$125,167.02 ",1,0,0,"$98,820.39",0
734,15744607,Martin,738,Germany,Male,43,9,"$121,152.05 ",2,1,0,"$64,166.70",1
735,15612966,Milani,545,Germany,Female,60,7,"$128,981.07 ",1,0,1,"$176,924.21",1
736,15784209,Tang,497,France,Male,47,6,$0.00 ,1,1,1,"$90,055.08",0
737,15794278,Romani,816,Spain,M,67,6,"$151,858.98 ",1,1,1,"$72,814.31",0
738,15766741,McIntyre,525,France,Male,36,2,"$114,628.40 ",1,0,1,"$168,290.06",0
739,15661036,Davis,725,France,Male,46,6,$0.00 ,2,1,0,"$161,767.38",0
740,15705639,Onyemauchechukwu,692,France,Female,28,8,"$95,059.02 ",2,1,0,"$44,420.18",0
741,15637414,Gell,618,France,Female,24,7,"$128,736.39 ",1,0,1,"$37,147.61",0
742,15716835,Rossi,546,France,Male,24,8,"$156,325.38 ",1,1,1,"$125,381.02",0
743,15696231,Chiwetelu,635,France,Male,29,7,"$105,405.97 ",1,1,1,"$149,853.89",0
744,15641675,Kirillova,611,France,Female,49,2,"$88,915.37 ",3,0,0,"$161,435.02",1
745,15670755,Shaw,650,France,Male,60,8,$0.00 ,2,1,1,"$102,925.76",0
746,15640059,Smith,606,France,Male,40,5,$0.00 ,2,1,1,"$70,899.27",0
747,15787619,Hsieh,844,France,Male,18,2,"$160,980.03 ",1,0,0,"$145,936.28",0
748,15587535,Onyemauchechukwu,450,Spain,F,46,5,"$177,619.71 ",1,1,0,"$54,227.06",0
749,15813034,Martin,727,Spain,M,38,2,"$62,276.99 ",1,1,1,"$59,280.79",0
750,15698839,Okwudilichukwu,460,Germany,Male,46,4,"$127,559.97 ",2,1,1,"$126,952.50",0
751,15790314,Onuoha,649,France,Male,41,0,$0.00 ,2,0,1,"$130,567.02",0
752,15634245,Muecke,758,Germany,Female,47,9,"$95,523.16 ",1,1,0,"$73,294.48",0
753,15677305,Hsieh,490,France,Female,35,7,"$107,749.03 ",1,1,1,"$3,937.37",0
754,15661526,Anderson,815,Germany,Male,37,2,"$110,777.26 ",2,1,0,"$2,383.59",0
755,15685997,Azubuike,838,Spain,F,39,5,"$166,733.92 ",2,1,0,"$14,279.44",0
756,15660101,Nnonso,803,France,Male,31,9,"$157,120.86 ",2,1,0,"$141,300.53",0
757,15637979,Fuller,664,Germany,Female,36,2,"$127,160.78 ",2,1,0,"$78,140.75",0
758,15815364,Ashley,736,Spain,F,28,2,$0.00 ,2,1,1,"$117,431.10",0
759,15647099,Ts'ui,633,France,Female,37,9,"$156,091.97 ",1,1,0,"$72,008.61",0
760,15625944,Buccho,664,France,Male,58,5,"$98,668.18 ",1,1,1,"$60,887.58",0
761,15583212,Chidozie,600,France,Female,43,5,"$134,022.06 ",1,1,0,"$194,764.83",0
762,15582741,Maclean,693,France,Female,35,5,"$124,151.09 ",1,1,0,"$88,705.14",1
763,15637876,Burns,663,Germany,Female,36,6,"$77,253.50 ",1,0,0,"$35,817.97",1
764,15622750,Chu,742,Germany,Female,21,1,"$114,292.48 ",1,1,0,"$31,520.40",0
765,15672056,Kenenna,710,Germany,Male,43,2,"$140,080.32 ",3,1,1,"$157,908.19",1
766,15812351,Beluchi,710,Spain,F,27,2,"$135,277.96 ",1,1,0,"$142,200.15",0
767,15810864,Williamson,700,France,Female,82,2,$0.00 ,2,0,1,"$182,055.36",0
768,15677921,Bobrov,720,Germany,Male,60,9,"$115,920.62 ",2,0,0,"$157,552.08",1
769,15724296,Kerr,684,Spain,M,41,2,"$119,782.72 ",2,0,0,"$120,284.67",0
770,15685329,McKenzie,531,France,Female,63,1,"$114,715.71 ",1,0,1,"$24,506.95",1
771,15584091,Pitts,742,Germany,Female,36,2,"$129,748.54 ",2,0,0,"$47,271.61",1
772,15640442,Standish,717,France,Male,31,4,"$129,722.57 ",1,0,0,"$41,176.60",0
773,15639314,Cartwright,589,France,Male,32,2,$0.00 ,2,0,1,"$9,468.64",0
774,15685320,Johnstone,767,France,Male,36,3,"$139,180.20 ",1,0,0,"$123,880.19",0
775,15789158,Nikitina,636,Germany,Male,49,6,"$113,599.74 ",2,1,0,"$158,887.09",1
776,15752137,McElroy,648,France,Male,33,7,"$134,944.00 ",1,1,1,"$117,036.38",0
777,15712551,Shen,622,Germany,Female,58,7,"$116,922.25 ",1,1,0,"$120,415.61",1
778,15628936,Archer,692,Spain,M,28,9,"$118,945.09 ",1,0,0,"$16,064.25",1
779,15797227,Otutodilinna,754,France,Male,28,8,$0.00 ,2,1,1,"$52,615.62",0
780,15769974,Shih,679,Spain,F,35,8,"$119,182.73 ",1,0,0,"$121,210.09",0
781,15737051,Denisov,639,France,Male,27,8,$0.00 ,2,1,0,"$192,247.35",0
782,15585595,Owens,774,France,Female,28,1,"$71,264.02 ",2,0,1,"$68,759.57",0
783,15654060,P'eng,517,France,Male,41,2,$0.00 ,2,0,1,"$75,937.47",0
784,15745196,Verco,571,France,Female,35,8,$0.00 ,2,0,0,"$84,569.13",0
785,15571221,Bergamaschi,747,Germany,Male,58,7,"$116,313.57 ",1,1,1,"$190,696.35",1
786,15660155,Lorenzo,792,Spain,M,36,5,"$92,140.15 ",1,0,1,"$67,468.67",0
787,15605284,Outtrim,688,France,Male,26,1,$0.00 ,2,1,1,"$104,435.94",0
788,15694366,Hou,714,Germany,Male,42,2,"$177,640.09 ",1,0,1,"$47,166.55",0
789,15600739,Galkin,562,Spain,F,35,0,$0.00 ,2,1,0,"$119,899.52",0
790,15653253,Pagnotto,704,Spain,M,48,8,"$167,997.60 ",1,1,1,"$173,498.45",0
791,15763431,Echezonachukwu,698,France,Male,36,2,"$82,275.35 ",2,1,1,"$93,249.26",0
792,15643696,Young,611,France,Male,49,3,$0.00 ,2,1,1,"$142,917.54",0
793,15707473,Summers,850,Germany,Female,48,6,"$111,962.99 ",1,1,0,"$111,755.80",0
794,15769504,Munro,743,Germany,Female,34,1,"$131,736.88 ",1,1,1,"$108,543.21",0
795,15776807,Brennan,654,France,Male,29,1,$0.00 ,1,1,0,"$180,345.44",0
796,15686870,Ball,761,Germany,Male,36,8,"$108,239.11 ",2,0,0,"$99,444.02",0
797,15668747,Virgo,702,France,Female,46,9,"$98,444.19 ",1,0,1,"$109,563.28",0
798,15766908,Trevisani,488,Germany,Male,32,3,"$114,540.38 ",1,1,0,"$92,568.07",0
799,15570134,Padovano,683,France,Female,35,6,"$187,530.66 ",2,1,1,"$37,976.36",0
800,15567367,Tao,601,Germany,Female,42,9,"$133,636.16 ",1,0,1,"$103,315.74",0
801,15747542,Perez,605,France,Male,52,7,$0.00 ,2,1,1,"$173,952.50",0
802,15762238,Fraser,671,Germany,Female,44,0,"$84,745.03 ",2,0,1,"$34,673.98",0
803,15681554,Alley,614,Germany,Female,31,7,"$120,599.38 ",2,1,1,"$46,163.44",0
804,15712825,Howells,511,Spain,F,29,9,$0.00 ,2,0,1,"$140,676.98",0
805,15640280,Cameron,850,France,Male,39,4,"$127,771.35 ",2,0,1,"$151,738.54",0
806,15756026,Hooper,790,Spain,F,46,9,$0.00 ,1,0,0,"$14,679.81",1
807,15613319,Rice,793,France,Female,33,0,$0.00 ,1,0,0,"$175,544.02",0
808,15798906,Cox,628,France,Male,69,5,$0.00 ,2,1,1,"$181,964.60",0
809,15708917,Martin,598,Germany,Male,53,10,"$167,772.96 ",1,1,1,"$136,886.86",0
810,15778463,Ikenna,657,France,Female,37,6,"$95,845.60 ",1,1,0,"$122,218.23",0
811,15699430,Davide,618,France,Female,35,10,$0.00 ,2,1,0,"$180,439.75",0
812,15649992,Alexander,681,Spain,M,65,7,"$134,714.70 ",2,0,1,"$190,419.81",0
813,15578980,Piazza,516,Spain,F,33,3,$0.00 ,2,1,1,"$58,685.59",0
814,15775306,Ni,421,Germany,Male,28,8,"$122,384.22 ",3,1,1,"$89,017.38",1
815,15641655,Black,700,France,Female,26,2,$0.00 ,2,0,0,"$50,051.42",0
816,15619708,Harker,745,France,Male,25,5,"$157,993.15 ",2,1,0,"$146,041.45",0
817,15734565,Hughes,696,France,Male,29,8,$0.00 ,2,1,0,"$191,166.09",0
818,15806438,Chiabuotu,580,Germany,Female,42,2,"$123,331.36 ",1,0,0,"$103,516.08",1
819,15591969,Kuo,497,Spain,M,27,9,"$75,263.16 ",1,1,1,"$164,825.04",0
820,15747807,Gallagher,720,France,Female,43,6,"$137,824.03 ",2,1,0,"$172,557.77",0
821,15596939,Calabresi,659,Germany,Male,36,4,"$132,578.92 ",2,1,0,"$84,320.94",0
822,15716155,Shaw,841,France,Female,36,5,"$156,021.31 ",1,0,0,"$122,662.98",0
823,15765311,Zhirov,642,Spain,Male,34,8,$0.00 ,1,1,0,"$72,085.10",0
824,15757811,Lloyd,732,Spain,F,69,9,"$137,453.43 ",1,0,1,"$110,932.24",1
825,15603830,Palmer,600,Spain,Male,36,4,$0.00 ,2,1,0,"$143,635.36",0
826,15660602,Ch'eng,464,Germany,Male,33,8,"$164,284.72 ",2,1,1,"$3,710.34",0
827,15660535,Avent,680,France,Female,47,5,$0.00 ,2,1,1,"$179,843.33",0
828,15666633,Huang,758,Spain,Male,56,1,$0.00 ,2,1,1,"$10,643.38",0
829,15596914,Shaw,630,Germany,Female,31,2,"$112,373.49 ",2,1,1,"$131,167.98",0
830,15639788,Yuan,577,France,Female,39,10,$0.00 ,2,1,0,"$10,553.31",0
831,15695846,Hawkins,684,France,Female,34,6,$0.00 ,2,1,1,"$130,928.22",0
832,15726234,Trentini,708,Spain,F,41,5,$0.00 ,1,0,1,"$157,003.99",0
833,15797964,Cameron,732,Germany,Female,29,1,"$154,333.82 ",1,1,1,"$138,527.56",0
834,15625881,Koehler,634,Germany,Male,37,3,"$111,432.77 ",2,1,1,"$167,032.49",0
835,15780628,Wu,633,France,Female,30,6,$0.00 ,2,0,0,"$41,642.29",0
836,15575883,Manna,559,France,Male,34,2,"$137,390.11 ",2,1,0,"$9,677.00",0
837,15585036,Okoli,694,Spain,F,37,3,$0.00 ,2,1,1,"$147,012.22",0
838,15589488,Ch'eng,686,Germany,Female,56,5,"$111,642.08 ",1,1,1,"$80,553.87",0
839,15585888,Nwokezuike,553,Spain,F,48,3,$0.00 ,1,0,1,"$30,730.95",1
840,15727915,Artemiev,507,France,Male,36,4,"$83,543.37 ",1,0,0,"$140,134.43",0
841,15707567,Esposito,732,Germany,Male,50,6,"$145,338.76 ",1,0,0,"$91,936.10",1
842,15737792,Abbie,818,France,Female,31,1,"$186,796.37 ",1,0,0,"$178,252.63",0
843,15599433,Fanucci,660,Germany,Male,35,8,"$58,641.43 ",1,0,1,"$198,674.08",0
844,15672012,Jen,773,Spain,F,41,5,$0.00 ,1,1,0,"$28,266.90",1
845,15806983,Moss,640,France,Male,44,3,"$137,148.68 ",1,1,0,"$92,381.01",0
846,15592222,Lo,505,France,Male,49,7,"$80,001.23 ",1,0,0,"$135,180.11",0
847,15608968,Averyanov,714,Germany,Male,21,6,"$86,402.52 ",2,0,0,"$27,330.59",0
848,15586959,Unaipon,468,France,Female,42,5,$0.00 ,2,1,0,"$125,305.34",0
849,15646558,Clamp,611,Spain,Male,51,1,"$122,874.74 ",1,1,1,"$149,648.45",0
850,15725811,Lim,705,France,Male,25,0,"$97,544.29 ",1,0,1,"$59,887.15",0
851,15572265,Wu,646,Germany,Male,46,1,"$170,826.55 ",2,1,0,"$45,041.32",0
852,15794048,Wan,667,Germany,Female,48,1,"$97,133.92 ",2,0,0,"$113,316.77",1
853,15677610,Chambers,511,Germany,Female,41,8,"$153,895.65 ",1,1,1,"$39,087.42",0
854,15745012,Pettit,653,France,Female,43,6,$0.00 ,2,1,1,"$7,330.59",0
855,15601589,Baresi,675,France,Female,57,8,$0.00 ,2,0,1,"$95,463.29",0
856,15686436,Newbery,523,Spain,Male,32,4,$0.00 ,2,1,0,"$167,848.02",0
857,15693864,Iheanacho,567,Germany,Female,49,5,"$134,956.02 ",1,1,0,"$93,953.84",1
858,15760550,Duncan,741,Spain,Male,39,7,"$143,637.58 ",2,0,1,"$174,227.66",0
859,15686137,Barry,456,Spain,Male,32,9,"$147,506.25 ",1,1,1,"$135,399.21",0
860,15809087,Landry,598,France,Male,64,1,$0.00 ,2,1,0,"$195,635.30",1
861,15807663,McGregor,667,France,Male,43,8,"$190,227.46 ",1,1,0,"$97,508.04",1
862,15809100,Nucci,548,France,Female,32,2,"$172,448.77 ",1,1,0,"$188,083.77",1
863,15794916,Pirogov,725,France,Male,41,7,"$113,980.21 ",1,1,1,"$116,704.25",0
